Student_ID,Student_Name,Gender,Branch,Year_of_Study,CGPA,10th_Percentage,12th_Percentage,Active_Backlogs,History_of_Backlogs,Skills,Certifications,Internships_Completed,Placed_Status
24eg107e29,Amit,Male,EEE,4,5.5,86,91,0,0,"Python, Java",0,1,Yes
24eg102b30,Divya,Female,AIML,2,7.63,88,96,2,3,"DL, ML, Python, C, Java, SQL",1,0,Yes
24eg101c31,Priya,Female,CSE,2,6.73,97,58,0,3,"MATLAB, Python",1,2,Yes
24eg104a32,Sneha,Female,IT,2,5.69,56,94,3,4,"Python, DL",0,2,No
24eg107e33,Suresh,Male,EEE,3,9.19,73,99,3,4,"MATLAB, C, SQL",3,2,No
24eg106b34,Kavya,Female,CIVIL,3,4.72,96,51,3,4,"AutoCAD, SQL, ML",0,1,No
24eg105f35,Vikas,Male,MECH,4,4.13,77,86,0,1,"SQL, C, AutoCAD, Java, MATLAB",2,3,No
24eg108c36,Pooja,Female,CHEM,1,6.27,78,97,4,4,"DL, AutoCAD",1,1,No
24eg105a37,Pooja,Female,MECH,3,8.34,93,85,4,6,"DL, AutoCAD, MATLAB, SQL",3,3,Yes
24eg106a38,Amit,Male,CIVIL,3,7.43,90,45,0,1,"Python, MATLAB, ML, SQL, DL",1,2,Yes
24eg108d39,Rohit,Male,CHEM,2,9.19,94,56,0,1,"MATLAB, ML, DL, Java",3,1,No
24eg101c40,Neha,Female,CSE,3,7.41,82,94,0,1,"Python, C, DL, AutoCAD, SQL, Java",1,3,No
24eg103a41,Neha,Female,ECE,4,7.25,59,88,0,3,"Java, SQL, C",1,2,No
24eg108a42,Amit,Male,CHEM,2,8.83,62,99,3,4,"DL, SQL, Java, MATLAB, Python",1,0,No
24eg102a43,Amit,Male,AIML,4,6.16,100,60,2,5,"AutoCAD, ML, MATLAB",2,2,No
24eg104c44,Rahul,Male,IT,4,9.97,69,71,0,1,"SQL, Java, AutoCAD, ML, C, MATLAB",2,0,No
24eg107c45,Kiran,Male,EEE,2,4.15,52,56,0,3,"ML, SQL, DL",1,3,No
24eg102c46,Kiran,Male,AIML,1,8.13,65,87,0,3,"SQL, Python, DL",2,2,No
24eg108e47,Amit,Male,CHEM,2,9.94,66,45,0,1,"DL, Java, SQL",2,2,No
24eg102d48,Kavya,Female,AIML,3,8.13,58,90,0,3,"C, MATLAB, DL",2,2,No
24eg101c49,Suresh,Male,CSE,1,9.91,60,54,0,3,"Python, MATLAB, DL",1,0,No
24eg104b50,Kiran,Male,IT,3,6.11,74,93,0,3,"DL, C, MATLAB, Java, AutoCAD, Python",0,1,No
24eg103b51,Anjali,Female,ECE,4,5.73,94,71,0,1,"DL, MATLAB, SQL",3,1,Yes
24eg106e52,Amit,Male,CIVIL,1,4.92,73,89,4,6,"ML, C, DL, AutoCAD, MATLAB, SQL",0,0,No
24eg108f53,Neha,Female,CHEM,1,5.75,58,50,0,2,"DL, AutoCAD",1,3,No
24eg106e54,Suresh,Male,CIVIL,2,7.3,60,96,0,2,"SQL, DL, C",2,3,No
24eg107b55,Suresh,Male,EEE,2,7.4,83,67,2,4,"Python, MATLAB, DL",2,2,No
24eg101e56,Priya,Female,CSE,3,4.44,97,66,1,3,"AutoCAD, DL, Python, MATLAB, Java",3,0,No
24eg107c57,Priya,Female,EEE,4,4.07,88,96,4,6,"ML, C, SQL, Java, MATLAB, AutoCAD",1,3,No
24eg105a58,Rohit,Male,MECH,1,4.33,82,57,0,2,"AutoCAD, ML, MATLAB, DL, C, Python",1,3,No
24eg104a59,Rohit,Male,IT,2,7.9,75,97,2,2,"SQL, ML, MATLAB, DL, Python",0,2,Yes
24eg103f60,Rahul,Male,ECE,4,6.33,52,91,0,3,"AutoCAD, C",2,3,No
24eg108d61,Amit,Male,CHEM,4,6.86,100,90,0,0,"C, Python, DL, ML",1,1,Yes
24eg107b62,Sneha,Female,EEE,2,4.57,99,82,2,2,"DL, SQL",3,1,Yes
24eg103a63,Neha,Female,ECE,3,5.69,92,55,0,3,"C, Java, AutoCAD, ML, MATLAB, SQL",3,1,Yes
24eg101f64,Vikas,Male,CSE,1,8.46,66,90,0,0,"MATLAB, Java, AutoCAD, Python",1,1,No
24eg106b65,Neha,Female,CIVIL,3,5.97,81,81,0,1,"ML, Python, MATLAB, C, DL",0,3,No
24eg108a66,Priya,Female,CHEM,2,4.8,58,74,0,1,"C, MATLAB",2,1,No
24eg104e67,Divya,Female,IT,2,5.65,96,92,0,0,"Python, Java, DL, AutoCAD",0,3,No
24eg103e68,Pooja,Female,ECE,2,9.2,59,59,4,6,"MATLAB, Java, Python, AutoCAD, DL, C",2,2,Yes
24eg106d69,Priya,Female,CIVIL,2,6.62,73,81,0,2,"Java, Python, MATLAB, DL, ML",1,0,No
24eg101c70,Arjun,Male,CSE,4,7.67,92,93,0,3,"SQL, ML, AutoCAD, MATLAB, Java, C",1,0,No
24eg101a71,Amit,Male,CSE,2,4.86,61,61,0,1,"Java, AutoCAD, Python",1,2,No
24eg103f72,Priya,Female,ECE,1,5.2,82,80,1,1,"SQL, Java, DL, AutoCAD",1,2,No
24eg104f73,Arjun,Male,IT,4,4.21,66,98,2,3,"DL, MATLAB",1,3,No
24eg106a74,Amit,Male,CIVIL,1,8.22,72,72,0,0,"DL, SQL, AutoCAD, ML, Python",2,0,No
24eg107d75,Sneha,Female,EEE,2,8.6,96,77,0,0,"Java, Python, SQL, AutoCAD, C, DL",1,1,No
24eg101a76,Anjali,Female,CSE,1,7.8,69,56,0,0,"Python, MATLAB, ML",0,2,No
24eg102c77,Neha,Female,AIML,3,6.96,76,95,0,2,"DL, MATLAB, C, AutoCAD",0,1,Yes
24eg104c78,Naveen,Male,IT,3,9.73,51,80,0,2,"Python, C, ML, AutoCAD",2,1,No
24eg106d79,Divya,Female,CIVIL,2,7.8,64,89,0,1,"ML, AutoCAD, C, MATLAB",1,0,Yes
24eg104b80,Kavya,Female,IT,2,7.35,92,79,0,3,"ML, Python, DL, Java",3,0,No
24eg108b81,Arjun,Male,CHEM,1,9.13,100,95,4,5,"SQL, ML, AutoCAD, Python, DL, C",3,2,No
24eg101b82,Arjun,Male,CSE,2,4.12,99,50,0,3,"MATLAB, SQL, C, ML, DL, AutoCAD",1,0,No
24eg103d83,Sneha,Female,ECE,4,7.51,66,78,2,4,"DL, AutoCAD, SQL, C, Java",3,1,Yes
24eg108a84,Arjun,Male,CHEM,1,7.81,75,75,0,3,"ML, SQL, DL",2,1,Yes
24eg108b85,Vikas,Male,CHEM,3,4.18,90,66,0,0,"AutoCAD, DL",3,2,No
24eg107a86,Pooja,Female,EEE,2,9.37,100,50,0,3,"SQL, Java, C",1,2,No
24eg101e87,Anjali,Female,CSE,3,8.84,64,88,0,3,"C, MATLAB, Python",2,0,No
24eg101d88,Amit,Male,CSE,4,9.18,91,95,1,1,"C, Python, ML, MATLAB",3,2,No
24eg102d89,Priya,Female,AIML,1,4.4,90,57,0,3,"Python, C",0,3,No
24eg102d90,Naveen,Male,AIML,2,9.91,52,94,0,3,"Python, SQL, DL, MATLAB",1,3,No
24eg104d91,Sneha,Female,IT,4,6.11,60,53,2,5,"ML, DL, AutoCAD, SQL",3,0,No
24eg106a92,Naveen,Male,CIVIL,3,5.65,55,61,0,2,"ML, Java, AutoCAD",3,0,Yes
24eg108c93,Suresh,Male,CHEM,2,4.8,87,50,0,3,"AutoCAD, C, Java, SQL, Python, DL",2,3,No
24eg108f94,Rahul,Male,CHEM,4,5.75,64,91,0,1,"SQL, ML",3,2,No
24eg101a95,Amit,Male,CSE,4,8.2,96,89,0,2,"C, AutoCAD, SQL, Python, DL, MATLAB",2,3,No
24eg108a96,Naveen,Male,CHEM,3,8.42,100,84,0,0,"DL, AutoCAD, Python, C, Java",2,2,Yes
24eg107a97,Rahul,Male,EEE,3,6.12,54,93,1,4,"SQL, AutoCAD, ML, DL, Python",2,3,No
24eg107f98,Rohit,Male,EEE,4,6.91,94,81,0,2,"DL, AutoCAD, Java, ML",0,0,No
24eg105c99,Pooja,Female,MECH,1,7.17,77,45,3,6,"Python, ML, MATLAB, SQL, DL, AutoCAD",0,1,Yes
24eg104b00,Divya,Female,IT,4,9.0,61,78,4,4,"SQL, ML, DL, MATLAB, Python",2,2,No
24eg107b01,Divya,Female,EEE,2,6.41,85,72,3,6,"SQL, Python, C, Java, DL, MATLAB",2,3,No
24eg104b02,Sneha,Female,IT,2,5.32,65,57,4,6,"C, Python, AutoCAD, DL, SQL",3,3,No
24eg102c03,Naveen,Male,AIML,1,4.37,75,68,0,3,"Java, DL, ML, Python",2,3,No
24eg107b04,Divya,Female,EEE,2,9.82,55,50,2,2,"ML, SQL, Java, DL",2,0,Yes
24eg104a05,Rahul,Male,IT,4,5.01,91,66,0,1,"ML, AutoCAD, C",2,3,Yes
24eg108d06,Sneha,Female,CHEM,3,6.65,51,76,4,5,"Python, Java, C, AutoCAD, MATLAB",1,2,No
24eg105b07,Sneha,Female,MECH,2,7.49,54,98,0,0,"Java, Python, ML",2,3,No
24eg108a08,Sneha,Female,CHEM,3,4.68,100,84,1,4,"ML, AutoCAD",1,1,Yes
24eg108f09,Anjali,Female,CHEM,4,6.68,93,62,0,0,"DL, AutoCAD, Python",3,2,No
24eg107b10,Rahul,Male,EEE,3,7.1,69,50,0,2,"Java, SQL",3,0,Yes
24eg102f11,Rahul,Male,AIML,4,5.08,75,76,0,0,"MATLAB, DL, SQL",3,2,No
24eg107a12,Rahul,Male,EEE,4,9.36,62,86,0,0,"ML, MATLAB, Java, DL",1,2,No
24eg106e13,Rahul,Male,CIVIL,2,4.03,70,70,0,3,"Java, C, ML, SQL, MATLAB",0,0,No
24eg102c14,Vikas,Male,AIML,1,8.88,95,46,0,3,"Python, SQL, ML, MATLAB, Java",0,2,No
24eg102c15,Priya,Female,AIML,2,9.91,96,92,0,0,"DL, Python, MATLAB, SQL",1,1,No
24eg108e16,Pooja,Female,CHEM,3,7.01,52,78,0,3,"SQL, ML",0,0,No
24eg104a17,Suresh,Male,IT,2,7.8,52,70,0,2,"Python, C, SQL, ML, DL, MATLAB",2,3,No
24eg102c18,Vikas,Male,AIML,2,4.78,77,59,0,1,"ML, Java, AutoCAD",0,3,Yes
24eg103b19,Priya,Female,ECE,3,5.16,66,46,0,1,"AutoCAD, Python, SQL, C, Java",3,2,No
24eg105d20,Naveen,Male,MECH,4,7.44,63,55,0,3,"Python, Java, C, ML, SQL",1,0,Yes
24eg108d21,Rohit,Male,CHEM,4,9.04,87,64,3,3,"C, MATLAB",2,1,No
24eg105d22,Pooja,Female,MECH,3,9.22,59,90,2,3,"AutoCAD, Python, DL, ML",0,2,No
24eg108b23,Anjali,Female,CHEM,2,4.38,68,62,0,0,"Python, C",0,0,No
24eg106f24,Naveen,Male,CIVIL,4,7.91,51,77,0,2,"AutoCAD, MATLAB, C, DL, SQL, Java",2,2,No
24eg106a25,Rohit,Male,CIVIL,2,5.25,68,52,3,5,"Java, C",0,0,Yes
24eg102c26,Pooja,Female,AIML,2,5.25,67,77,0,0,"MATLAB, Python, C",3,2,No
24eg103e27,Neha,Female,ECE,3,9.16,97,83,0,0,"ML, AutoCAD, Java",1,2,Yes
24eg101c28,Pooja,Female,CSE,3,4.65,97,80,0,1,"DL, MATLAB, C, AutoCAD",3,3,No
24eg101e29,Pooja,Female,CSE,4,6.28,80,86,0,0,"Java, SQL, AutoCAD, DL",0,0,No
24eg105d30,Amit,Male,MECH,4,7.28,63,56,0,0,"AutoCAD, MATLAB, Python, SQL",0,0,No
24eg101c31,Sneha,Female,CSE,3,9.88,73,66,4,6,"Python, DL, ML, MATLAB",3,1,No
24eg104a32,Anjali,Female,IT,3,4.54,90,83,0,1,"MATLAB, DL",3,1,No
24eg106b33,Sneha,Female,CIVIL,2,7.02,98,78,4,5,"Python, C, Java, ML",2,2,Yes
24eg104b34,Divya,Female,IT,2,8.56,86,67,0,1,"C, Python, AutoCAD",0,0,No
24eg105b35,Arjun,Male,MECH,4,7.39,61,88,0,0,"Python, C, ML, DL, Java, MATLAB",2,0,No
24eg102d36,Vikas,Male,AIML,4,9.7,95,92,4,6,"Python, ML",2,0,Yes
24eg107f37,Rahul,Male,EEE,4,4.95,81,72,0,0,"ML, MATLAB, AutoCAD, Java, Python, DL",3,2,No
24eg106e38,Priya,Female,CIVIL,3,6.96,88,71,0,2,"C, AutoCAD",3,1,No
24eg107d39,Kiran,Male,EEE,4,9.71,84,60,2,2,"Java, MATLAB, ML",1,0,No
24eg108a40,Naveen,Male,CHEM,1,6.15,92,78,0,1,"ML, Python",3,0,Yes
24eg105e41,Rohit,Male,MECH,2,7.49,66,78,0,1,"AutoCAD, Java",2,0,Yes
24eg101f42,Vikas,Male,CSE,1,6.5,79,86,0,0,"Python, Java, C, AutoCAD, DL",3,1,No
24eg103a43,Arjun,Male,ECE,2,7.27,83,71,0,0,"ML, Java, DL, Python",1,0,No
24eg107c44,Sneha,Female,EEE,3,6.63,91,78,0,2,"DL, C, Java, MATLAB",1,2,No
24eg108a45,Rohit,Male,CHEM,3,6.5,95,74,0,2,"C, DL",3,2,No
24eg101a46,Kavya,Female,CSE,3,9.0,54,92,0,0,"Java, MATLAB, SQL, ML, Python",0,3,No
24eg106f47,Pooja,Female,CIVIL,4,4.37,85,96,2,3,"Python, DL, Java",1,3,No
24eg105c48,Vikas,Male,MECH,1,4.1,61,57,0,0,"ML, Python, C, DL, MATLAB, Java",0,0,No
24eg107c49,Pooja,Female,EEE,4,7.6,85,86,0,2,"ML, MATLAB, SQL, C, Java, AutoCAD",3,0,No
24eg103c50,Rohit,Male,ECE,4,8.03,88,62,0,0,"Python, DL, ML, MATLAB",2,2,Yes
24eg106d51,Kiran,Male,CIVIL,4,8.0,65,75,4,4,"C, MATLAB, AutoCAD, Python, DL",2,3,Yes
24eg103c52,Pooja,Female,ECE,3,7.0,58,57,0,0,"AutoCAD, Java",1,0,No
24eg104f53,Neha,Female,IT,1,9.67,76,86,1,2,"DL, Python, C, MATLAB",1,2,No
24eg104c54,Anjali,Female,IT,3,6.88,82,56,0,1,"C, DL",3,2,Yes
24eg107e55,Rohit,Male,EEE,2,4.94,50,87,0,3,"SQL, ML",0,1,No
24eg105e56,Rohit,Male,MECH,2,6.56,79,83,0,2,"Python, C, SQL",3,1,Yes
24eg104c57,Anjali,Female,IT,1,8.79,72,75,0,1,"Python, Java, MATLAB, AutoCAD, ML",0,2,No
24eg107d58,Priya,Female,EEE,4,4.93,85,72,0,3,"SQL, AutoCAD",2,1,No
24eg105a59,Sneha,Female,MECH,1,9.49,55,77,0,2,"Java, SQL, C, Python, DL, AutoCAD",0,1,No
24eg103e60,Pooja,Female,ECE,4,5.99,52,46,0,1,"Java, AutoCAD, Python, ML, DL, MATLAB",0,0,No
24eg108a61,Kavya,Female,CHEM,1,5.73,80,99,0,3,"ML, Java, C",0,2,No
24eg102d62,Divya,Female,AIML,3,6.28,55,48,0,2,"ML, MATLAB, C, SQL, Python",3,3,No
24eg102a63,Pooja,Female,AIML,3,4.23,100,50,0,3,"ML, MATLAB, DL, C, Python, SQL",2,2,Yes
24eg101c64,Naveen,Male,CSE,2,8.07,76,68,0,2,"Python, C, Java, AutoCAD, ML, MATLAB",3,3,No
24eg102b65,Rohit,Male,AIML,1,5.25,74,92,0,0,"Python, ML, DL, Java, SQL",1,3,Yes
24eg104a66,Vikas,Male,IT,1,5.67,56,54,0,3,"SQL, C, ML, DL, MATLAB",2,3,Yes
24eg105d67,Sneha,Female,MECH,3,8.74,85,96,0,2,"ML, DL, AutoCAD, C",3,0,Yes
24eg102a68,Neha,Female,AIML,2,5.29,98,48,4,4,"DL, SQL, AutoCAD, ML, Python",1,3,No
24eg102f69,Rahul,Male,AIML,1,8.78,56,79,3,5,"MATLAB, AutoCAD, ML, Java",2,0,No
24eg104c70,Kavya,Female,IT,2,7.71,78,58,0,0,"AutoCAD, C",0,1,No
24eg107b71,Divya,Female,EEE,3,9.8,65,91,0,3,"SQL, Java",2,3,Yes
24eg101e72,Anjali,Female,CSE,4,7.0,53,48,0,3,"SQL, C, AutoCAD, ML",1,0,No
24eg106a73,Priya,Female,CIVIL,1,4.71,76,90,0,1,"DL, ML, Python, AutoCAD, C, Java",2,0,No
24eg105b74,Kavya,Female,MECH,1,9.65,97,45,0,3,"AutoCAD, DL, Java, Python",1,0,No
24eg104d75,Kiran,Male,IT,4,5.09,86,88,4,6,"MATLAB, Java, ML",2,2,Yes
24eg107f76,Amit,Male,EEE,1,7.9,68,92,2,2,"C, MATLAB, SQL, AutoCAD",3,1,No
24eg106c77,Vikas,Male,CIVIL,1,6.14,93,66,0,1,"Java, Python",0,0,No
24eg103d78,Neha,Female,ECE,2,4.77,88,80,0,0,"MATLAB, AutoCAD, ML, Java",0,2,No
24eg101e79,Suresh,Male,CSE,4,4.55,77,48,4,6,"DL, AutoCAD, Java, Python, SQL",0,2,No
24eg105c80,Divya,Female,MECH,2,6.5,67,73,0,3,"DL, AutoCAD, C",0,1,No
24eg106b81,Rohit,Male,CIVIL,4,7.11,52,84,2,4,"MATLAB, C, AutoCAD, Python, DL, ML",2,0,No
24eg103e82,Kiran,Male,ECE,1,4.26,63,76,1,3,"Python, AutoCAD, DL, SQL, C",0,0,No
24eg103a83,Pooja,Female,ECE,3,4.5,99,46,0,2,"Java, SQL, AutoCAD, C, MATLAB",3,2,No
24eg104c84,Rohit,Male,IT,1,8.38,71,50,0,2,"Java, SQL, ML, MATLAB, DL, C",0,1,No
24eg104d85,Pooja,Female,IT,3,9.48,90,72,4,5,"MATLAB, ML, SQL, C",3,0,No
24eg102b86,Neha,Female,AIML,1,6.62,60,86,2,5,"C, Java, ML",0,3,No
24eg103e87,Anjali,Female,ECE,2,6.49,56,97,0,2,"Python, ML, AutoCAD, C",2,3,Yes
24eg101a88,Kavya,Female,CSE,3,4.54,67,96,2,5,"C, MATLAB, DL, SQL, Java, Python",1,3,No
24eg108a89,Kiran,Male,CHEM,3,9.7,94,51,0,1,"SQL, Java",0,0,Yes
24eg103c90,Anjali,Female,ECE,2,6.22,96,90,4,7,"ML, Java, AutoCAD, SQL",2,2,Yes
24eg103b91,Neha,Female,ECE,2,9.23,59,56,0,3,"Python, C, MATLAB, DL, SQL, Java",2,3,No
24eg103e92,Anjali,Female,ECE,4,9.57,67,47,1,2,"AutoCAD, MATLAB, C, ML, Java",0,2,No
24eg103c93,Neha,Female,ECE,4,6.78,95,100,0,0,"SQL, C, ML",1,3,No
24eg101e94,Rahul,Male,CSE,3,9.41,58,79,3,4,"MATLAB, ML, DL, SQL",2,0,No
24eg102e95,Kiran,Male,AIML,4,8.52,79,45,0,3,"MATLAB, Python, SQL",2,2,No
24eg107b96,Rahul,Male,EEE,2,4.47,51,54,0,2,"Python, SQL, Java, ML, DL",0,3,No
24eg105f97,Priya,Female,MECH,2,7.77,96,92,3,6,"AutoCAD, SQL, DL, Python",2,3,No
24eg104c98,Kiran,Male,IT,4,6.7,63,80,0,2,"AutoCAD, MATLAB, SQL, DL",1,0,No
24eg108d99,Kavya,Female,CHEM,3,6.13,77,64,0,2,"SQL, C",3,1,No
24eg102e00,Kavya,Female,AIML,2,9.47,97,74,0,2,"Python, ML, MATLAB, SQL, DL",2,0,No
24eg101a01,Priya,Female,CSE,4,9.65,87,96,0,0,"MATLAB, ML, C, AutoCAD, SQL",1,1,Yes
24eg103f02,Anjali,Female,ECE,1,7.67,77,45,0,1,"MATLAB, ML, SQL, AutoCAD, Python, Java",0,3,Yes
24eg108b03,Rahul,Male,CHEM,2,4.94,82,94,0,1,"SQL, ML, AutoCAD, Java",0,2,No
24eg103d04,Anjali,Female,ECE,4,7.37,74,80,0,3,"MATLAB, SQL, ML, AutoCAD",2,0,No
24eg107e05,Priya,Female,EEE,3,5.53,86,70,0,0,"Java, DL, MATLAB, AutoCAD",3,3,No
24eg106f06,Arjun,Male,CIVIL,1,8.43,59,97,0,3,"AutoCAD, C, Java, DL",2,1,No
24eg101e07,Neha,Female,CSE,3,9.87,58,96,0,0,"DL, MATLAB, SQL, ML, Python",1,3,No
24eg104b08,Priya,Female,IT,1,9.74,65,74,0,3,"SQL, C",1,2,Yes
24eg105e09,Rohit,Male,MECH,1,8.13,91,55,4,6,"MATLAB, Java, ML, Python, AutoCAD, SQL",3,3,No
24eg101b10,Arjun,Male,CSE,2,9.18,68,48,4,4,"Java, SQL, MATLAB, DL",3,0,No
24eg105b11,Sneha,Female,MECH,3,4.8,84,71,0,3,"Python, AutoCAD, SQL, DL",3,3,No
24eg108c12,Naveen,Male,CHEM,3,4.45,87,96,4,5,"ML, Python, C",2,3,Yes
24eg102e13,Priya,Female,AIML,3,9.5,51,93,0,0,"ML, Python, Java, C",2,1,Yes
24eg104b14,Pooja,Female,IT,2,7.23,70,49,3,3,"AutoCAD, Java, SQL",1,2,No
24eg108d15,Pooja,Female,CHEM,1,9.71,88,93,0,2,"DL, AutoCAD, MATLAB, C, ML",0,2,No
24eg105d16,Amit,Male,MECH,3,6.75,72,77,0,1,"AutoCAD, SQL, Java, DL, MATLAB",3,3,Yes
24eg107b17,Vikas,Male,EEE,2,8.49,98,87,0,3,"ML, DL, Java",0,0,Yes
24eg107b18,Divya,Female,EEE,3,7.55,85,50,4,5,"Java, C, DL, ML, MATLAB",1,3,No
24eg104b19,Neha,Female,IT,3,8.21,67,53,1,4,"SQL, Java, Python, AutoCAD",2,1,Yes
24eg104a20,Kiran,Male,IT,3,9.99,68,52,0,0,"Python, Java, C, DL, MATLAB, SQL",0,0,Yes
24eg104f21,Neha,Female,IT,3,7.81,50,60,0,3,"C, ML, SQL",3,0,No
24eg102f22,Kiran,Male,AIML,1,7.62,66,88,0,0,"C, SQL",3,0,No
24eg103b23,Priya,Female,ECE,3,8.71,66,64,2,2,"MATLAB, C, Java",3,2,No
24eg105b24,Rahul,Male,MECH,4,6.33,80,68,0,3,"C, SQL, DL, Python, AutoCAD, MATLAB",2,3,No
24eg108c25,Kiran,Male,CHEM,3,7.59,93,56,0,2,"Python, C",1,1,No
24eg101f26,Rohit,Male,CSE,4,9.46,70,78,0,2,"ML, C, SQL, DL",2,2,No
24eg106b27,Amit,Male,CIVIL,1,8.25,96,96,4,4,"SQL, AutoCAD, MATLAB, Java",0,0,No
24eg107b28,Rohit,Male,EEE,2,8.91,84,55,0,1,"Java, AutoCAD, Python",0,1,Yes
24eg105f29,Neha,Female,MECH,3,5.95,85,52,3,5,"SQL, Python",3,1,No
24eg102a30,Priya,Female,AIML,2,6.22,54,100,2,2,"DL, MATLAB, Python, SQL, AutoCAD, ML",3,2,Yes
24eg105e31,Vikas,Male,MECH,2,5.78,68,72,0,2,"AutoCAD, Python, ML",1,3,No
24eg104e32,Suresh,Male,IT,4,4.76,60,70,1,2,"DL, C, Python",0,3,Yes
24eg103a33,Anjali,Female,ECE,4,9.33,98,83,0,0,"ML, SQL",1,1,Yes
24eg101f34,Neha,Female,CSE,4,6.18,62,53,0,2,"Java, SQL, AutoCAD, Python, MATLAB",2,2,Yes
24eg107b35,Priya,Female,EEE,4,6.76,70,56,0,0,"AutoCAD, Python, ML, C, DL",1,3,No
24eg106e36,Sneha,Female,CIVIL,1,5.04,96,88,0,0,"C, AutoCAD",3,0,Yes
24eg108a37,Suresh,Male,CHEM,1,7.38,99,93,0,0,"Python, SQL, AutoCAD, MATLAB, Java, C",0,0,No
24eg106a38,Pooja,Female,CIVIL,3,9.39,76,68,0,1,"Java, DL, ML, MATLAB",1,1,No
24eg105f39,Pooja,Female,MECH,3,5.05,79,50,3,3,"SQL, C, DL, ML",1,3,No
24eg103a40,Divya,Female,ECE,2,9.38,96,100,0,3,"C, Python, DL, AutoCAD",3,3,No
24eg104b41,Vikas,Male,IT,1,4.3,61,70,0,0,"Java, C, MATLAB",0,3,Yes
24eg103d42,Anjali,Female,ECE,4,7.48,66,59,0,2,"Python, MATLAB, AutoCAD, SQL, Java",2,3,No
24eg105b43,Vikas,Male,MECH,2,8.75,55,99,0,1,"AutoCAD, Python",0,3,No
24eg107f44,Neha,Female,EEE,2,8.54,71,78,0,1,"ML, DL",2,3,Yes
24eg102d45,Kiran,Male,AIML,4,6.18,79,63,0,0,"AutoCAD, MATLAB, DL",2,1,No
24eg103c46,Priya,Female,ECE,4,4.62,80,58,4,6,"DL, Python",3,0,No
24eg106b47,Neha,Female,CIVIL,3,7.77,97,72,2,2,"Python, Java, C, AutoCAD, ML, DL",2,0,No
24eg104c48,Vikas,Male,IT,2,8.64,98,80,0,2,"MATLAB, Java",1,2,No
24eg103e49,Pooja,Female,ECE,2,9.92,84,61,0,2,"DL, C, MATLAB, SQL, Python",0,2,No
24eg103d50,Arjun,Male,ECE,1,6.84,51,59,0,3,"Python, SQL, AutoCAD",3,2,No
24eg105a51,Priya,Female,MECH,2,8.52,71,77,0,0,"MATLAB, ML, C",2,1,No
24eg101d52,Amit,Male,CSE,4,4.78,52,49,0,0,"MATLAB, Java, C, AutoCAD, SQL",0,0,No
24eg107b53,Pooja,Female,EEE,4,7.92,67,96,0,0,"SQL, Python, AutoCAD, C, Java",0,1,Yes
24eg102d54,Rohit,Male,AIML,2,7.81,88,69,1,2,"Java, ML, DL, SQL",0,0,No
24eg102f55,Vikas,Male,AIML,4,7.73,80,85,3,3,"C, Python, SQL, MATLAB",2,1,No
24eg107b56,Pooja,Female,EEE,3,7.32,80,62,0,0,"MATLAB, Java, C, SQL, ML, AutoCAD",0,0,No
24eg101a57,Amit,Male,CSE,3,9.01,60,89,0,0,"AutoCAD, Java, Python, MATLAB, DL, SQL",0,3,No
24eg105d58,Neha,Female,MECH,4,8.49,50,73,0,0,"DL, C, MATLAB, Java",0,3,No
24eg107d59,Arjun,Male,EEE,3,4.14,67,63,0,0,"ML, SQL",0,0,No
24eg105e60,Neha,Female,MECH,1,5.52,92,82,0,2,"SQL, C, Python",1,1,No
24eg108b61,Divya,Female,CHEM,4,8.11,85,63,0,0,"MATLAB, Java",2,2,Yes
24eg105d62,Naveen,Male,MECH,3,5.52,65,92,0,0,"Java, SQL",0,0,No
24eg102a63,Anjali,Female,AIML,3,8.85,66,62,0,0,"Python, C",0,3,No
24eg102e64,Rahul,Male,AIML,4,9.6,99,96,0,3,"SQL, AutoCAD, DL, ML, C",2,1,Yes
24eg104f65,Amit,Male,IT,4,6.21,79,59,0,3,"C, AutoCAD",1,3,No
24eg108f66,Amit,Male,CHEM,3,5.72,84,90,0,2,"DL, AutoCAD, Python, Java, SQL, C",0,1,No
24eg106a67,Neha,Female,CIVIL,2,5.42,64,76,0,1,"Python, Java, ML",0,0,No
24eg102d68,Divya,Female,AIML,3,9.24,77,64,0,1,"C, MATLAB, AutoCAD, DL, Java, ML",2,3,No
24eg102f69,Vikas,Male,AIML,1,9.26,74,92,4,7,"Python, SQL, Java, DL, MATLAB, AutoCAD",3,3,No
24eg104f70,Vikas,Male,IT,3,6.05,81,56,0,1,"C, AutoCAD",0,2,Yes
24eg101e71,Suresh,Male,CSE,1,7.26,92,72,0,0,"Python, AutoCAD, Java",1,1,Yes
24eg103e72,Pooja,Female,ECE,1,4.69,74,79,2,4,"DL, ML, SQL, C",0,0,No
24eg108b73,Pooja,Female,CHEM,3,4.11,78,91,2,2,"SQL, ML, MATLAB, Python",1,2,No
24eg107e74,Suresh,Male,EEE,3,4.78,91,81,0,3,"Java, C",0,0,Yes
24eg105c75,Sneha,Female,MECH,3,4.47,83,51,2,3,"DL, AutoCAD, Python, C, ML",1,1,No
24eg107c76,Anjali,Female,EEE,2,9.55,57,66,0,2,"SQL, MATLAB, AutoCAD, Python, Java, ML",1,0,No
24eg104a77,Divya,Female,IT,1,5.69,83,46,0,2,"AutoCAD, ML, Python, Java, DL, C",1,2,No
