Student_ID,Student_Name,Gender,Branch,Year_of_Study,CGPA,10th_Percentage,12th_Percentage,Active_Backlogs,History_of_Backlogs,Skills,Certifications,Internships_Completed,Placed_Status,Eligible_Companies,Eligible_Count
EG04847,Tarun Rajan,Male,CIVIL,3rd Year,4.8,88.7,96.1,0,1,"Tableau, AWS",,1,No,None,0
EG04848,Gayatri Rao,Male,ECE,1st Year,6.62,85.3,88.5,1,1,"Git, JavaScript, Tableau, Node.js, C++","HackerRank SQL, Oracle Java, AWS Cloud Practitioner",1,No,"Wipro, HCL",2
EG04849,Rohit Desai,Male,MECH,2nd Year,6.58,94.8,92.6,0,0,"Django, AWS, JavaScript, Deep Learning, Java, Keras",,0,No,"Wipro, HCL",2
EG04850,Sarvani Pandey,Female,IT,1st Year,7.73,82.5,77.9,0,0,"Flask, AWS, React, TensorFlow, R, DSA","Google Data Analytics, Oracle Java",1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04851,Manoj Gupta,Female,CIVIL,4th Year,4.31,63.8,72.1,0,0,"R, Deep Learning, React, Power BI",,0,Yes,None,0
EG04852,Jayanth Joshi,Female,CIVIL,3rd Year,10.0,65.0,66.7,0,1,"Deep Learning, TensorFlow, Node.js, JavaScript, Keras","AWS Cloud Practitioner, Coursera ML",3,No,Deloitte,1
EG04853,Neha Chowdary,Female,CHEM,1st Year,7.78,89.4,65.9,0,1,"C++, R, Keras, React, HTML/CSS","Udemy DSA, Google Data Analytics, Coursera ML",0,Yes,None,0
EG04854,Jayanth Pillai,Female,EEE,4th Year,7.36,76.3,86.9,0,0,"JavaScript, Django","Oracle Java, HackerRank SQL",0,Yes,"TCS, Wipro, Cognizant, HCL",4
EG04855,Venkat Tiwari,Male,CIVIL,1st Year,8.5,86.4,83.6,1,2,"Machine Learning, Power BI, Git, SQL, Keras",HackerRank SQL,0,No,None,0
EG04856,Isha Rao,Female,AIML,4th Year,9.78,83.1,77.3,0,1,"Django, Deep Learning, JavaScript, C++, Node.js, Machine Learning","NPTEL Python, Cisco CCNA",2,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04857,Yamini Mishra,Female,ECE,1st Year,8.16,80.3,83.6,1,1,"Keras, DSA, Git, Power BI, React, TensorFlow","IBM Data Science, Coursera ML, Google Data Analytics",1,Yes,"Wipro, HCL",2
EG04858,Sneha Joshi,Female,AIML,4th Year,8.24,81.0,79.6,0,0,"R, HTML/CSS, Deep Learning",,1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04859,Uma Desai,Male,AIML,3rd Year,7.34,73.3,88.6,1,1,"Java, DSA, AWS, Python, Machine Learning","IBM Data Science, Udemy DSA",2,No,"Wipro, HCL",2
EG04860,Tarun Gupta,Male,AIML,4th Year,7.04,81.8,88.5,0,0,"Machine Learning, Git, Django, Java",,2,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04861,Bhavya Rajan,Female,EEE,3rd Year,6.68,76.2,66.3,4,5,"AWS, Java, Flask",HackerRank SQL,1,No,None,0
EG04862,Deepa Reddy,Female,CSE,2nd Year,6.29,78.3,81.0,0,0,"Python, Machine Learning, R, React, Tableau, C++","Oracle Java, IBM Data Science",1,No,"TCS, Wipro, Cognizant, HCL",4
EG04863,Aarav Rao,Female,AIML,2nd Year,6.44,78.8,59.6,0,0,"DSA, Flask, Git",,2,No,"TCS, Wipro, Cognizant, HCL",4
EG04864,Priya Iyengar,Male,MECH,4th Year,5.71,79.7,79.5,0,0,"SQL, Machine Learning, Node.js, DSA, HTML/CSS",,0,No,HCL,1
EG04865,Sarvani Mishra,Male,IT,2nd Year,7.12,91.2,84.6,0,0,"Flask, HTML/CSS, Deep Learning, TensorFlow, Tableau","NPTEL Python, Cisco CCNA, Coursera ML",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04866,Gayatri Verma,Female,AIML,4th Year,5.35,80.7,63.5,4,4,"R, Tableau, Python, AWS, Machine Learning","AWS Cloud Practitioner, NPTEL Python, Google Data Analytics",2,No,None,0
EG04867,Lakshmi Mehta,Male,CIVIL,4th Year,7.41,92.2,73.4,0,0,"Node.js, React, Python, DSA, Django, SQL","Coursera ML, AWS Cloud Practitioner",1,Yes,Deloitte,1
EG04868,Venkat Chowdary,Male,CSE,3rd Year,7.16,97.4,78.1,0,0,"Machine Learning, Node.js, TensorFlow, AWS","IBM Data Science, Oracle Java",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04869,Vishnu Bhat,Male,AIML,4th Year,7.36,90.5,80.6,0,0,"Deep Learning, Git, Java, React","Google Data Analytics, Udemy DSA, IBM Data Science",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04870,Swathi Bhat,Female,AIML,3rd Year,6.63,87.3,74.9,0,0,"DSA, Flask, Java, Tableau, React, Power BI",,2,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG04871,Nikhil Joshi,Female,AIML,4th Year,10.0,85.3,65.1,0,0,"SQL, Flask, Tableau","HackerRank SQL, Coursera ML",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04872,Sarvani Verma,Male,CSE,4th Year,8.7,90.7,77.4,0,0,"React, HTML/CSS, Flask, Deep Learning","Google Data Analytics, Coursera ML, Udemy DSA",2,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04873,Pranav Rajan,Male,ECE,1st Year,5.83,82.9,59.8,2,2,"Deep Learning, R, DSA, AWS, JavaScript",Google Data Analytics,0,No,None,0
EG04874,Santosh Naidu,Male,CSE,4th Year,7.46,91.8,75.4,0,0,"R, Deep Learning, C++, DSA, Tableau, React","NPTEL Python, AWS Cloud Practitioner, HackerRank SQL",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04875,Deepa Karnam,Female,CSE,2nd Year,6.53,88.1,73.1,0,0,"R, HTML/CSS, Power BI, AWS, Flask, Python",,1,Yes,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL",6
EG04876,Pooja Gupta,Female,CSE,4th Year,6.08,78.4,76.5,0,1,"DSA, Git, Java",,0,No,"TCS, Wipro, Cognizant, HCL",4
EG04877,Aarav Mehta,Female,EEE,4th Year,5.73,91.0,71.8,0,1,"SQL, DSA",,0,No,HCL,1
EG04878,Arjun Tiwari,Male,EEE,4th Year,7.68,82.9,61.4,2,2,"Deep Learning, Java, R",NPTEL Python,0,Yes,None,0
EG04879,Kavya Karnam,Female,IT,2nd Year,6.45,80.9,74.0,0,0,"Django, Git, Python, React","Oracle Java, Coursera ML, Google Data Analytics",1,No,"TCS, Wipro, Cognizant, HCL",4
EG04880,Vijay Krishnan,Male,EEE,2nd Year,8.26,77.2,88.2,0,0,"Deep Learning, SQL, HTML/CSS, Django, Keras","HackerRank SQL, IBM Data Science, Coursera ML",1,No,"TCS, Wipro, Cognizant, HCL",4
EG04881,Anika Pandey,Male,ECE,2nd Year,8.29,83.7,91.9,0,1,"DSA, Git, C++, Tableau, Java, Deep Learning",,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04882,Varun Joshi,Male,ECE,3rd Year,8.71,92.0,100.0,0,0,"Flask, Machine Learning, Git, Power BI, Java",Coursera ML,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04883,Kavya Tiwari,Female,ECE,3rd Year,6.26,90.9,96.6,0,1,"Node.js, Flask, R, Deep Learning, Power BI",NPTEL Python,0,No,"TCS, Wipro, Cognizant, HCL",4
EG04884,Rohit Pillai,Male,AIML,4th Year,7.72,85.5,64.8,1,1,"Tableau, R, DSA, Machine Learning, Deep Learning",,1,No,"Wipro, HCL",2
EG04885,Chetan Rao,Female,CSE,4th Year,7.9,88.0,73.5,0,1,"React, AWS, Deep Learning, DSA, HTML/CSS, Tableau","Google Data Analytics, IBM Data Science, HackerRank SQL",0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04886,Varun Pandey,Female,CSE,1st Year,6.68,94.7,77.7,0,2,"Python, Flask, C++",,0,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL",6
EG04887,Isha Varma,Male,CHEM,2nd Year,6.35,80.5,77.1,2,4,"Deep Learning, HTML/CSS, Tableau, Flask, Machine Learning",NPTEL Python,1,No,None,0
EG04888,Bhavya Prasad,Female,CSE,2nd Year,8.97,70.8,78.8,0,0,"Django, AWS, React, DSA",Cisco CCNA,1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04889,Sneha Shastri,Female,CSE,1st Year,7.45,95.0,100.0,0,1,"R, AWS, Power BI","Google Data Analytics, Udemy DSA, Oracle Java",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04890,Anika Iyer,Female,CSE,2nd Year,7.9,76.7,66.1,0,0,"React, Keras, DSA",,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04891,Vikas Tiwari,Male,IT,2nd Year,6.3,75.1,70.2,0,0,"C++, SQL","AWS Cloud Practitioner, IBM Data Science",2,Yes,"TCS, Wipro, Cognizant, HCL",4
EG04892,Vijay Krishnan,Male,CHEM,3rd Year,5.86,64.0,96.1,0,0,"SQL, React, R","Udemy DSA, NPTEL Python, HackerRank SQL",2,No,None,0
EG04893,Uma Karnam,Male,CIVIL,1st Year,6.57,87.7,71.2,0,2,"SQL, Power BI","Google Data Analytics, Coursera ML, Cisco CCNA",0,No,None,0
EG04894,Sneha Nair,Male,AIML,2nd Year,7.06,65.8,82.3,0,1,"JavaScript, Keras, Node.js, HTML/CSS, TensorFlow","IBM Data Science, AWS Cloud Practitioner",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04895,Rajesh Karnam,Female,ECE,3rd Year,6.03,74.5,89.4,0,0,"Deep Learning, Java, Git",,2,No,"TCS, Wipro, Cognizant, HCL",4
EG04896,Aarav Sharma,Male,CIVIL,4th Year,7.19,87.9,83.4,0,1,"R, Node.js","Coursera ML, Udemy DSA, AWS Cloud Practitioner",3,No,Deloitte,1
EG04897,Santosh Nair,Male,ECE,4th Year,5.34,89.2,80.1,0,0,"Machine Learning, React, Flask, AWS","IBM Data Science, Google Data Analytics",0,No,None,0
EG04898,Harish Karnam,Male,AIML,2nd Year,5.97,75.5,88.3,0,0,"Keras, R, Flask, Node.js","HackerRank SQL, Google Data Analytics, Oracle Java",2,Yes,HCL,1
EG04899,Suresh Pandey,Male,MECH,2nd Year,7.94,80.7,68.2,0,0,"Keras, Node.js, Python","Oracle Java, IBM Data Science, Coursera ML",1,No,"Wipro, HCL, Deloitte",3
EG04900,Bhavya Iyer,Male,AIML,1st Year,7.86,73.3,72.5,0,0,"HTML/CSS, Flask, Python","Oracle Java, Udemy DSA",0,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG04901,Deepa Varma,Male,CIVIL,1st Year,6.77,76.5,83.9,0,0,"Machine Learning, Python, Git, Deep Learning, Keras",,1,Yes,None,0
EG04902,Pooja Gupta,Female,ECE,4th Year,6.08,84.7,55.2,2,3,"SQL, Tableau, Flask, R",Google Data Analytics,1,No,None,0
EG04903,Kiran Murthy,Female,CIVIL,4th Year,6.07,77.0,93.6,1,1,"Machine Learning, JavaScript, Java, Node.js",Coursera ML,0,No,None,0
EG04904,Swathi Desai,Female,CSE,1st Year,6.79,79.6,81.3,0,0,"SQL, Node.js, Deep Learning, DSA",,0,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG04905,Akash Rao,Female,CIVIL,4th Year,7.91,67.4,79.7,1,1,"AWS, TensorFlow, JavaScript, HTML/CSS, SQL",,2,Yes,None,0
EG04906,Kiran Joshi,Female,AIML,3rd Year,8.22,93.3,60.1,0,1,"AWS, Git","Google Data Analytics, IBM Data Science",2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04907,Arjun Murthy,Female,MECH,4th Year,6.65,87.1,63.8,0,2,"Power BI, Node.js, C++, Deep Learning, AWS, DSA","Cisco CCNA, HackerRank SQL, AWS Cloud Practitioner",0,No,"Wipro, HCL",2
EG04908,Varun Tiwari,Female,CSE,3rd Year,5.93,89.9,73.6,0,1,"Power BI, Flask, AWS, C++",,1,Yes,HCL,1
EG04909,Pooja Patel,Male,EEE,1st Year,7.49,94.9,86.9,0,0,"C++, SQL, AWS, Machine Learning, Git, DSA",,0,No,"TCS, Wipro, Cognizant, HCL",4
EG04910,Samhita Krishnan,Male,CSE,2nd Year,6.29,73.7,55.2,0,0,"Node.js, Machine Learning, TensorFlow, Git, SQL","Udemy DSA, NPTEL Python, HackerRank SQL",1,Yes,"TCS, Wipro, Cognizant, HCL",4
EG04911,Rohit Karnam,Female,AIML,3rd Year,6.63,78.4,86.7,0,0,"C++, Keras","IBM Data Science, HackerRank SQL, Cisco CCNA",2,Yes,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG04912,Isha Iyer,Female,EEE,4th Year,8.66,63.1,74.0,0,0,"JavaScript, Node.js, TensorFlow","HackerRank SQL, Cisco CCNA",0,Yes,"TCS, Wipro, Cognizant, HCL",4
EG04913,Isha Iyengar,Female,ECE,4th Year,8.11,100.0,75.5,0,0,"Python, React, Django, Git, Flask",Cisco CCNA,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04914,Suresh Sharma,Male,EEE,4th Year,7.37,80.5,80.8,0,0,"React, SQL","Udemy DSA, Google Data Analytics, Coursera ML",2,No,"TCS, Wipro, Cognizant, HCL",4
EG04915,Ravi Iyengar,Male,CHEM,3rd Year,5.8,92.4,81.0,0,2,"SQL, Django, HTML/CSS, C++, Java",,1,Yes,None,0
EG04916,Uma Babu,Male,EEE,3rd Year,7.43,69.6,70.2,0,1,"TensorFlow, JavaScript, C++",,1,No,"TCS, Wipro, Cognizant, HCL",4
EG04917,Arjun Tiwari,Female,IT,2nd Year,8.37,92.0,84.9,0,0,"Node.js, Keras, Machine Learning","IBM Data Science, Oracle Java, Cisco CCNA",2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04918,Nikhil Iyengar,Male,CSE,4th Year,6.79,100.0,52.5,0,0,"AWS, Java","Udemy DSA, IBM Data Science",2,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG04919,Gayatri Varma,Female,CSE,1st Year,8.69,81.4,73.0,1,1,"Machine Learning, Django, HTML/CSS",Cisco CCNA,1,No,"Wipro, HCL",2
EG04920,Deepa Pillai,Female,IT,4th Year,8.62,71.9,79.7,0,0,"HTML/CSS, C++",AWS Cloud Practitioner,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04921,Aditi Sharma,Female,EEE,1st Year,9.03,80.6,74.2,0,1,"R, Power BI, Java, AWS, HTML/CSS, Flask",,1,No,"TCS, Wipro, Cognizant, HCL",4
EG04922,Rohit Shah,Female,IT,2nd Year,7.54,59.7,57.9,0,0,"Flask, Django, C++, Tableau",,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04923,Sarvani Rajan,Female,IT,4th Year,7.85,81.6,86.3,1,2,"Deep Learning, Java, SQL",IBM Data Science,0,Yes,"Wipro, HCL",2
EG04924,Sneha Choudhary,Male,IT,4th Year,8.76,90.2,64.3,0,0,"HTML/CSS, React",Udemy DSA,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04925,Neha Shastri,Male,IT,1st Year,7.69,81.6,77.3,0,0,"Tableau, Django, JavaScript, C++",NPTEL Python,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04926,Vikas Shastri,Male,ECE,3rd Year,6.65,79.2,79.7,0,0,"TensorFlow, Machine Learning","AWS Cloud Practitioner, Coursera ML, Google Data Analytics",0,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG04927,Aarav Shastri,Female,MECH,2nd Year,6.71,87.3,78.2,0,0,"Deep Learning, Django","Udemy DSA, Oracle Java",1,No,"Wipro, HCL",2
EG04928,Swathi Singh,Male,MECH,4th Year,7.46,88.0,90.9,0,0,"Git, SQL, TensorFlow, DSA, Java, Machine Learning",Cisco CCNA,0,No,"Wipro, HCL, Deloitte",3
EG04929,Naveen Shastri,Female,AIML,3rd Year,5.78,65.4,77.4,0,0,"Power BI, React, TensorFlow, R, Python, Node.js","NPTEL Python, AWS Cloud Practitioner",1,No,HCL,1
EG04930,Akash Babu,Male,IT,1st Year,7.04,82.9,82.7,0,0,"Deep Learning, Python, JavaScript, SQL, Django, Node.js","HackerRank SQL, Google Data Analytics",0,Yes,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG04931,Varun Mishra,Male,CSE,2nd Year,8.41,100.0,77.4,0,0,"Python, Java, SQL, Power BI, Django",,3,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Microsoft, Deloitte",8
EG04932,Harish Naidu,Female,AIML,2nd Year,4.79,68.6,84.7,0,2,"TensorFlow, R, Java, Tableau, Power BI",Google Data Analytics,1,No,None,0
EG04933,Rahul Desai,Male,EEE,2nd Year,8.89,81.1,93.3,0,0,"Node.js, R, AWS",Google Data Analytics,0,No,"TCS, Wipro, Cognizant, HCL",4
EG04934,Varun Babu,Male,MECH,3rd Year,8.43,100.0,79.5,0,0,"JavaScript, Django, C++, Java","Google Data Analytics, IBM Data Science",1,No,"Wipro, HCL, Deloitte",3
EG04935,Vikas Hegde,Male,CIVIL,2nd Year,6.69,93.0,86.6,3,3,"Java, Node.js, Machine Learning, Django, Tableau, JavaScript",HackerRank SQL,1,No,None,0
EG04936,Divya Mishra,Female,AIML,2nd Year,7.8,76.9,94.0,3,3,"Flask, Tableau, SQL, React","Google Data Analytics, Oracle Java",1,No,None,0
EG04937,Harish Shah,Female,AIML,1st Year,7.2,84.1,92.9,1,1,"Git, HTML/CSS, Deep Learning, AWS, R",Oracle Java,3,No,"Wipro, HCL",2
EG04938,Nikhil Singh,Male,CIVIL,3rd Year,8.55,82.0,73.8,3,3,"Tableau, Django, C++, DSA","Cisco CCNA, HackerRank SQL",1,Yes,None,0
EG04939,Srinivas Patel,Female,CHEM,3rd Year,8.28,74.5,89.4,0,1,"Python, Machine Learning, JavaScript",,2,No,None,0
EG04940,Meera Rao,Female,MECH,3rd Year,5.66,81.3,80.7,1,2,"Tableau, AWS, Machine Learning, HTML/CSS",Udemy DSA,0,No,HCL,1
EG04941,Akash Prasad,Female,ECE,4th Year,7.85,79.2,90.3,0,0,"Power BI, TensorFlow, Deep Learning, SQL","HackerRank SQL, IBM Data Science",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04942,Kavya Varma,Male,ECE,2nd Year,6.97,83.1,84.3,1,1,"HTML/CSS, Flask, R, Tableau, AWS",,0,No,"Wipro, HCL",2
EG04943,Vijay Murthy,Male,AIML,2nd Year,7.29,74.5,81.0,0,0,"TensorFlow, Python, R, Django, HTML/CSS",,2,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG04944,Akash Chowdary,Male,AIML,4th Year,6.4,69.2,82.8,0,0,"Git, SQL, Keras, Power BI, JavaScript, TensorFlow","Coursera ML, Google Data Analytics, IBM Data Science",0,No,"TCS, Wipro, Cognizant, HCL",4
EG04945,Rahul Nair,Female,CSE,1st Year,9.12,81.6,80.8,3,4,"Python, Machine Learning, Power BI, Node.js, Java, Keras","IBM Data Science, Oracle Java, NPTEL Python",0,No,None,0
EG04946,Chetan Choudhary,Female,AIML,4th Year,8.34,99.2,81.2,0,0,"Machine Learning, SQL, Django, Node.js, Tableau, R",,3,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04947,Priya Chowdary,Female,ECE,1st Year,6.39,82.8,76.3,1,1,"Java, Power BI, Node.js, R, TensorFlow, SQL",IBM Data Science,0,No,"Wipro, HCL",2
EG04948,Vijay Mehta,Female,CSE,3rd Year,5.73,78.7,75.2,0,0,"Flask, Django",,0,No,HCL,1
EG04949,Meera Mehta,Male,AIML,3rd Year,6.78,89.5,97.4,0,2,"SQL, Django, HTML/CSS, AWS, Deep Learning",,1,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG04950,Swathi Babu,Male,AIML,4th Year,7.68,80.4,83.3,0,0,"Tableau, SQL, TensorFlow",Coursera ML,3,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04951,Chetan Shah,Male,ECE,4th Year,7.46,100.0,71.7,0,1,"AWS, Tableau","Oracle Java, HackerRank SQL",1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04952,Yamini Bhat,Female,CIVIL,1st Year,8.58,82.0,74.9,2,2,"Power BI, Java, R, Python, Flask, Deep Learning",,0,Yes,None,0
EG04953,Rohit Chowdary,Female,ECE,3rd Year,8.07,89.0,89.6,3,4,"SQL, DSA, Keras, Git, Machine Learning, C++","Cisco CCNA, Oracle Java",1,No,None,0
EG04954,Akash Mishra,Male,IT,2nd Year,8.27,74.5,69.9,1,1,"SQL, R, HTML/CSS, AWS",,1,Yes,"Wipro, HCL",2
EG04955,Suresh Desai,Female,CIVIL,1st Year,7.56,87.0,61.7,1,2,"Django, Java, SQL","Udemy DSA, Oracle Java",3,No,None,0
EG04956,Swathi Krishnan,Male,MECH,1st Year,5.67,84.8,62.5,0,1,"Flask, Django, Node.js, Java","Coursera ML, Udemy DSA",1,No,HCL,1
EG04957,Srinivas Murthy,Female,CSE,1st Year,6.98,81.4,59.0,0,0,"Django, AWS, SQL","HackerRank SQL, Oracle Java, Udemy DSA",1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG04958,Rohit Varma,Male,CSE,4th Year,8.37,77.0,63.7,0,0,"Node.js, SQL","Udemy DSA, NPTEL Python",1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04959,Varun Verma,Male,EEE,4th Year,7.14,75.6,65.0,0,0,"Java, Keras","NPTEL Python, Udemy DSA, AWS Cloud Practitioner",1,No,"TCS, Wipro, Cognizant, HCL",4
EG04960,Bhavya Sharma,Male,CIVIL,3rd Year,7.75,84.8,93.2,0,0,"Deep Learning, AWS, JavaScript, Power BI, Git, HTML/CSS","AWS Cloud Practitioner, Udemy DSA, IBM Data Science",1,No,Deloitte,1
EG04961,Rahul Shah,Female,IT,4th Year,6.85,88.3,77.5,0,0,"DSA, Java, Git, Python, JavaScript, TensorFlow",,0,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL",6
EG04962,Samhita Nair,Female,CIVIL,4th Year,6.07,80.7,74.0,0,1,"Keras, JavaScript, Deep Learning",NPTEL Python,0,No,None,0
EG04963,Ravi Babu,Male,AIML,4th Year,7.06,84.9,62.1,0,1,"Java, Flask, Python, Django, Deep Learning","Oracle Java, NPTEL Python",0,Yes,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG04964,Bhavya Mishra,Male,AIML,2nd Year,7.54,81.6,76.4,0,0,"Keras, Deep Learning, JavaScript, Tableau, Power BI, HTML/CSS","IBM Data Science, NPTEL Python, Oracle Java",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04965,Varun Naidu,Male,CSE,3rd Year,6.48,83.0,58.9,0,0,"Power BI, TensorFlow, Tableau, DSA","NPTEL Python, AWS Cloud Practitioner",0,No,"TCS, Wipro, Cognizant, HCL",4
EG04966,Videm Mishra,Female,IT,2nd Year,6.94,80.0,73.9,1,1,"TensorFlow, Machine Learning, Java, AWS, Power BI, SQL","Google Data Analytics, IBM Data Science, HackerRank SQL",0,No,"Wipro, HCL",2
EG04967,Srinivas Murthy,Female,AIML,3rd Year,6.17,82.2,100.0,0,0,"Git, R, Django, Java, Python",Google Data Analytics,2,Yes,"TCS, Wipro, Cognizant, HCL",4
EG04968,Jayanth Tiwari,Male,CSE,2nd Year,8.43,100.0,85.3,0,0,"Node.js, Flask","IBM Data Science, Google Data Analytics",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04969,Santosh Sharma,Male,AIML,1st Year,6.88,85.1,75.7,1,2,"C++, TensorFlow, Flask, Tableau, DSA, Java",Cisco CCNA,2,No,"Wipro, HCL",2
EG04970,Arjun Iyer,Male,CSE,1st Year,8.8,88.5,85.7,0,1,"Tableau, SQL, C++, TensorFlow, JavaScript","Cisco CCNA, AWS Cloud Practitioner",2,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04971,Manoj Joshi,Male,EEE,4th Year,8.88,86.4,72.3,0,1,"Git, JavaScript, SQL, Keras, React, Django",Cisco CCNA,1,No,"TCS, Wipro, Cognizant, HCL",4
EG04972,Deepa Shah,Female,AIML,1st Year,7.11,79.4,69.2,1,1,"Java, Django, Power BI","Cisco CCNA, Oracle Java, Google Data Analytics",0,Yes,"Wipro, HCL",2
EG04973,Manoj Rajan,Male,CSE,3rd Year,6.09,94.9,96.7,0,0,"Git, React, HTML/CSS, Flask, Keras, Tableau","Udemy DSA, Oracle Java",0,No,"TCS, Wipro, Cognizant, HCL",4
EG04974,Vikas Nair,Female,EEE,4th Year,4.91,79.1,65.4,0,0,"DSA, Deep Learning","Google Data Analytics, IBM Data Science",3,No,None,0
EG04975,Lakshmi Naidu,Female,CSE,2nd Year,5.58,92.6,74.1,0,0,"SQL, AWS, R, Deep Learning","Google Data Analytics, AWS Cloud Practitioner, Cisco CCNA",2,No,HCL,1
EG04976,Rohit Iyengar,Male,CIVIL,4th Year,5.69,78.7,81.4,0,0,"Java, React, Python, TensorFlow, Tableau, JavaScript","HackerRank SQL, Udemy DSA, Google Data Analytics",3,Yes,None,0
EG04977,Manoj Mishra,Female,MECH,2nd Year,8.72,72.4,67.7,0,0,"DSA, Tableau, HTML/CSS, Git, SQL, Machine Learning","HackerRank SQL, AWS Cloud Practitioner, Udemy DSA",3,No,"Wipro, HCL, Deloitte",3
EG04978,Aarav Babu,Male,IT,3rd Year,7.33,85.7,85.2,0,0,"SQL, Django, HTML/CSS, JavaScript","AWS Cloud Practitioner, HackerRank SQL",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04979,Akash Pandey,Female,ECE,4th Year,7.63,71.0,74.6,2,2,"Tableau, SQL, Git, Django, Flask","Udemy DSA, HackerRank SQL",1,No,None,0
EG04980,Venkat Mehta,Female,AIML,1st Year,4.76,87.4,85.3,0,0,"React, DSA, R, Deep Learning",Oracle Java,2,No,None,0
EG04981,Priya Rajan,Female,AIML,2nd Year,5.88,70.1,84.4,0,0,"Machine Learning, SQL",,0,No,HCL,1
EG04982,Arjun Mishra,Male,AIML,1st Year,8.18,78.8,75.3,0,0,"DSA, Flask, Machine Learning",,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04983,Pranav Hegde,Male,ECE,3rd Year,7.52,67.7,96.8,2,3,"Deep Learning, Node.js","IBM Data Science, Cisco CCNA",0,Yes,None,0
EG04984,Tarun Gupta,Male,EEE,4th Year,7.04,100.0,70.7,0,0,"JavaScript, Git, Django, React, Deep Learning","AWS Cloud Practitioner, Oracle Java",0,No,"TCS, Wipro, Cognizant, HCL",4
EG04985,Ravi Rao,Male,CSE,4th Year,7.82,65.5,92.8,0,0,"Java, Deep Learning, Flask, Keras, JavaScript, AWS","Google Data Analytics, NPTEL Python, AWS Cloud Practitioner",0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG04986,Anika Pillai,Female,CIVIL,1st Year,9.0,82.1,90.9,0,1,"Git, Node.js, SQL",,0,Yes,Deloitte,1
